id,name,birthdate,deathdate
4974,Lucrecia Martel,2026-12-14,
4975,Lucy,2026-08-06,2026-04-26
4976,Lucy Boynton,,
4977,Lucy Fry,,
4978,Lucy Gaskell,2026-07-10,
4979,Lucy Gordon,2026-05-22,2026-05-20
4980,Ludger Pistor,2026-03-16,
4981,Ludivine Sagnier,2026-07-03,
4982,Luenell,2026-03-12,
4983,Luigi Pistilli,2026-07-19,2026-04-21
4984,Luis Antonio,2026-02-25,
4985,Luis E. Carazo,,
4986,Luis Llosa,,
4987,Luis Mandoki,,
4988,Luis Miranda,2026-12-15,
4989,Luis Rosado,,
4990,Luis Sanchez,2026-02-02,
4991,Luis Tosar,2026-10-13,
4992,Luis Valdez,2026-06-26,
4993,Luisa D'Oliveira,2026-10-06,
4994,Luisa Ranieri,2026-12-16,
4995,Lukas Haas,2026-04-16,
4996,Lukas Moodysson,2026-01-17,
4997,Luke Benward,2026-05-12,
4998,Luke Bracey,,
4999,Luke Dye,,
5000,Luke Edwards,2026-03-24,
5001,Luke Ford,2026-03-26,
5002,Luke Greenfield,2026-02-05,
5003,Luke Grimes,2026-01-21,
5004,Luke Kirby,2026-06-21,
5005,Luke Mably,2026-03-01,
5006,Luke Newberry,2026-02-19,
5007,Luke Perry,2026-10-11,
5008,Luke Treadaway,2026-09-10,
5009,Lumi Cavazos,2026-12-21,
5010,Lunetta Savino,2026-11-02,
5011,Lupe Ontiveros,2026-09-17,2026-07-26
5012,Lusia Strus,,
5013,Lydia Hearst,2026-09-19,
5014,Lydia Wilson,,
5015,Lymari Nadal,2026-02-11,
5016,Lynda Boyd,2026-01-28,
5017,Lynn Cohen,2026-08-10,
5018,Lynn Hung,2026-04-10,
5019,Lynn Redgrave,2026-03-08,2026-05-02
5020,Lynn Shelton,,
5021,Lynn Whitfield,2026-05-06,
5022,Lynne Ramsay,2026-12-05,
5023,Lynne Thigpen,2026-12-22,2026-03-12
5024,Lysette Anthony,2026-09-26,
5025,Lyubov Agapova,,
5026,M. Emmet Walsh,2026-03-22,
5027,M. Night Shyamalan,2026-08-06,
5028,M.C. Gainey,2026-01-18,
5029,Mabel Cheung,2026-11-17,
5030,Mabrouk El Mechri,,
5031,Mac McDonald,2026-06-18,
5032,Macaulay Culkin,2026-08-26,
5033,Macha Méril,,
5034,Mackenzie Aladjem,,
5035,Mackenzie Crook,2026-09-29,
5036,Mackenzie Davis,2026-04-01,
5037,Mackenzie Foy,2026-11-10,
5038,Mackenzie Gray,2026-11-22,
5039,Mackenzie Phillips,2026-11-10,
5040,Madeleine Albright,2026-05-15,
5041,Madeline Carroll,2026-03-18,
5042,Madeline Kahn,2026-09-29,2026-12-03
5043,Madhavan,2026-06-01,
5044,Madhuri Dixit,2026-05-15,
5045,Madison Davenport,2026-11-22,
5046,Madison Lintz,,
5047,Madison McKinley,,
5048,Madison Pettis,2026-07-22,
5049,Madison Rothschild,,
5050,Mae Marsh,1894-11-09,2026-02-13
5051,Mae West,1893-08-17,2026-11-22
5052,Maeve Dermody,2026-11-02,
5053,Magda Apanowicz,2026-11-08,
5054,Magda Szubanski,2026-04-12,
5055,Maggie Carey,,
5056,Maggie Cheung,2026-09-20,
5057,Maggie Greenwald,2026-06-23,
5058,Maggie Siff,2026-06-21,
5059,Maggie Wheeler,2026-08-07,
5060,Magi Avila,,
5061,Mahadeo Shivraj,,
5062,Mai Charoenpura,2026-01-05,
5063,Maia Morgenstern,2026-05-01,
5064,Maika Monroe,2026-05-29,
5065,Maile Flanagan,2026-05-19,
5066,Ma?wenn,2026-04-17,
5067,Majid Majidi,,
5068,Mako,2026-10-25,
5069,Maksim Fadeev,2026-05-06,
5070,Malcolm D. Lee,2026-01-11,
5071,Malcolm Goodwin,,
5072,Malese Jow,2026-02-18,
5073,Malik Yoba,2026-09-17,
5074,Malika,,
5075,Malone Thomas,,
5076,Malonn Lévana,,
5077,Mamoru Hosoda,2026-09-19,
5078,Man Li,2026-01-14,
5079,Mandy Gonzalez,,
5080,Mani Bharathi,,
5081,Manish Dayal,2026-06-17,
5082,Manny Perez,2026-05-05,
5083,Manoj Bajpayee,2026-04-23,
5084,M?ns M?rlind,2026-07-29,
5085,Manuela Velasco,2026-10-23,
5086,Mara Wilson,,
5087,Marama Corlett,,
5088,Marc Abraham,,
5089,Marc Anthony,2026-11-03,
5090,Marc Bennett,,
5091,Marc Blucas,2026-01-11,
5092,Marc Donato,2026-01-25,
5093,Marc F. Adler,,
5094,Marc Forby,2026-06-02,
5095,Marc Forster,2026-11-30,
5096,Marc John Jefferies,2026-05-16,
5097,Marc Lawrence,2026-07-19,2026-08-28
5098,Marc Levin,,
5099,Marc Macaulay,2026-10-13,
5100,Marc Sch?lermann,2026-10-14,
5101,Marc Singer,,
5102,Marc Trottier,2026-05-22,
5103,Marc Webb,2026-08-31,
5104,Marcel Iures,2026-08-02,
5105,Marcela Mar,2026-07-05,
5106,Marcell Nagy,,
5107,Marcella Lentz-Pope,,
5108,Marcello Mastroianni,2026-09-28,2026-12-19
5109,Marcia DeBonis,2026-06-04,
5110,Marcia Wallace,2026-11-01,2026-10-25
5111,Marcio Garcia,2026-04-17,
5112,Marco Hofschneider,2026-10-18,
5113,Marco Kreuzpaintner,2026-03-11,
5114,Marco Schnabel,,
5115,Marco St. John,2026-05-07,
5116,Marco Trevi?o,,
5117,Marcos Siega,2026-06-08,
5118,Marcus Chong,2026-07-08,
5119,Marcus Dunstan,,
5120,Marcus Lyle Brown,2026-12-26,
5121,Marcus Nispel,2026-05-26,
5122,Marcus Raboy,2026-11-30,
5123,Mare Winningham,2026-05-16,
5124,Marg Helgenberger,2026-11-16,
5125,Margaret Cho,2026-12-05,
5126,Margaret Hamilton,2026-12-09,2026-05-16
5127,Margaret Tracey,,
5128,Margarita Levieva,2026-02-09,
5129,Margo Harshman,2026-03-04,
5130,Margot Kidder,2026-10-17,
5131,Mari Koda,2026-08-03,
5132,María Alche,2026-04-23,
5133,María Aura,,
5134,María Botto,2026-02-10,
5135,Maria Canals-Barrera,2026-09-28,
5136,Maria Conchita Alonso,2026-06-29,
5137,Maria Dizzia,2026-12-29,
5138,Maria Doyle Kennedy,2026-09-25,
5139,Maria Grazia Cucinotta,2026-07-27,
5140,Maria Maggenti,,
5141,Maria Schrader,2026-09-27,
5142,Maria Thayer,2026-10-30,
5143,María Valverde,2026-03-24,
5144,Mariah Carey,2026-03-27,
5145,Marian Dziedziel,2026-08-05,
5146,Marian Marsh,2026-10-17,2026-11-09
5147,Marian Seldes,2026-08-23,2026-10-06
5148,Marianna Palka,2026-09-07,
5149,Marianne Denicourt,2026-05-14,
5150,Maribel Verdú,2026-10-02,
5151,Maricel ?lvarez,,
5152,Marie Avgeropoulos,2026-06-17,
5153,Marie Féret,2026-05-26,2026-04-28
5154,Marie Gillain,2026-06-18,
5155,Marie Pillet,2026-07-20,2026-02-13
5156,Marie-Anne Chazel,2026-09-19,
5157,Marie-Josée Croze,2026-02-23,
5158,Mariel Hemingway,2026-11-22,
5159,Marielle Heller,2026-10-01,
5160,Mariette Monpierre,,
5161,Marilyn Agrelo,,
5162,Marilyn Burns,2026-05-07,2026-08-05
5163,Marilyn Manson,2026-01-05,
5164,Marilyn Norry,,
5165,Marilyn Rising,,
5166,Marin Hinkle,2026-03-23,
5167,Marina Golbahari,,
5168,Marina Hands,2026-01-10,
5169,Marina Sirtis,2026-03-29,
5170,Marina Vlady,2026-05-10,
5171,Mario Cimarro,2026-06-01,
5172,Mario Lopez,2026-10-10,
5173,Mario Monicelli,2026-05-15,2026-11-29
5174,Mario Van Peebles,2026-01-15,
5175,Marion Ross,2026-10-25,
5176,Marisa Coughlan,2026-03-17,
5177,Marisa Saks,2026-05-23,
5178,Marisol Nichols,2026-11-02,
5179,Marius A. Markevicius,2026-09-03,
5180,Mark A.Z. Dippé,,
5181,Mark Addy,2026-01-14,
5182,Mark Andrews,2026-09-12,
5183,Mark Bazeley,2026-09-30,
5184,Mark Brown,,
5185,Mark Camacho,2026-04-12,
5186,Mark Caven,2026-04-23,
5187,Mark Chinnery,,
5188,Mark Christopher,2026-07-08,
5189,Mark Christopher Lawrence,2026-05-22,
5190,Mark De Alessandro,,
5191,Mark Dindal,,
5192,Mark Duplass,2026-12-07,
5193,Mark Fantasia,,
5194,Mark Feuerstein,2026-06-08,
5195,Mark Gatiss,2026-10-17,
5196,Mark Helfrich,,
5197,Mark Hengst,2026-03-07,
5198,Mark Herman,,
5199,Mark Illsley,2026-06-04,
5200,Mark L. Lester,2026-11-26,
5201,Mark L. Young,,
5202,Mark Margolis,2026-11-26,
5203,Mark Moses,2026-02-24,
5204,Mark Mylod,,
5205,Mark Neveldine,2026-05-11,
5206,Mark Osborne,2026-09-17,
5207,Mark Pellington,2026-03-17,
5208,Mark Piznarski,,
5209,Mark Rendall,2026-10-21,
5210,Mark Rolston,2026-12-07,
5211,Mark Romanek,2026-09-18,
5212,Mark Rosman,,
5213,Mark Rydell,2026-03-23,
5214,Mark Rylance,2026-01-18,
5215,Mark Sandrich,2026-10-26,2026-03-04
5216,Mark Steven Johnson,2026-10-30,
5217,Mark Tarlov,,
5218,Mark Tonderai,,
5219,Mark Torgl,,
5220,Mark Valley,2026-12-24,
5221,Mark Walters,2026-02-22,
5222,Mark Waters,2026-01-18,
5223,Mark Webber,2026-07-19,
5224,Mark Williams,,
5225,Mark Wingett,2026-01-01,
5226,Mark Young,,
5227,Mark Zupan,2026-05-20,
5228,Markéta Irglová,2026-02-28,
5229,Marko Zaror,2026-06-10,
5230,Marla Gibbs,2026-06-14,
5231,Marla Sokoloff,2026-12-19,
5232,Marlee Matlin,2026-08-24,
5233,Marlene Forte,,
5234,Marley Shelton,2026-04-12,
5235,Marlon Brando,2026-04-03,2026-07-01
5236,Marques Houston,2026-08-04,
5237,Marri Savinar,,
5238,Mars Callahan,,
5239,Marsha Thomason,2026-01-19,
5240,Marshal Hilton,,
5241,Marshall Allman,2026-04-05,
5242,Marshall Bell,2026-09-28,
5243,Marta Etura,2026-10-28,
5244,Martha Coolidge,2026-08-17,
5245,Martha MacIsaac,2026-10-11,
5246,Martijn Lakemeier,2026-09-17,
5247,Martin Balsam,2026-11-04,2026-02-13
5248,Martin Brest,2026-08-08,
5249,Martin Campbell,2026-10-13,
5250,Martin Clunes,2026-11-28,
5251,Martin Compston,2026-05-08,
5252,Martin Dew,2026-01-18,
5253,Martin Donovan,2026-08-19,
5254,Martin Hancock,,
5255,Martin Henderson,2026-10-08,
5256,Martin Koolhoven,2026-04-25,
5257,Martin Kove,2026-03-06,
5258,Martin Landau,2026-06-20,
5259,Martin Lawrence,2026-04-16,
5260,Martin Lucey,,
5261,Martin McDonagh,2026-03-26,
5262,Martin Ritt,2026-03-02,2026-12-08
5263,Martin Scorsese,2026-11-17,
5264,Martin Semmelrogge,2026-12-08,
5265,Martin Sharpe,,
5266,Martin Short,2026-03-26,
5267,Martin Starr,2026-07-30,
5268,Martin Weisz,2026-03-27,
5269,Martina Gedeck,2026-09-14,
5270,Marty Lindsey,2026-12-14,
5271,Martyn Pick,,
5272,Marv Albert,2026-06-12,
5273,Mary Astor,2026-05-03,2026-09-25
5274,Mary Carr,1874-03-14,2026-06-24
5275,Mary Catherine Garrison,2026-12-19,
5276,Mary Elizabeth Mastrantonio,2026-11-17,
5277,Mary Goggin,2026-08-12,
5278,Mary Harron,2026-01-12,
5279,Mary J. Blige,2026-01-11,
5280,Mary Kate Wiles,,
5281,Mary Kay Place,2026-09-23,
5282,Mary Lambert,,
5283,Mary Lynn Rajskub,2026-06-22,
5284,Mary McCormack,2026-02-08,
5285,Mary McDonnell,2026-04-28,
5286,Mary McGuckian,2026-05-27,
5287,Mary Mouser,2026-05-09,
5288,Mary Norwood,,
5289,Mary Page Keller,2026-03-03,
5290,Mary Pat Kelly,,
5291,Mary Tsoni,,
5292,Mary Tyler Moore,2026-12-29,2026-01-25
5293,Mary-Kate Olsen,2026-06-13,
5294,Maryam Keshavarz,,
5295,Masayuki Ochiai,,
5296,Masi Oka,2026-12-27,
5297,Mason Gamble,2026-01-16,
5298,Mason Lee,2026-05-30,
5299,Master P,2026-01-01,
5300,Mateo Gil,2026-09-23,
5301,Matheus Nachtergaele,2026-01-03,
5302,Mathew Buck,2026-12-01,
5303,Mathieu Amalric,2026-10-25,
5304,Mathieu Kassovitz,2026-08-03,
5305,Matias Varela,2026-06-23,
5306,Matisyahu,2026-06-30,
5307,Matt Bennett,2026-04-09,
5308,Matt Berry,2026-05-02,
5309,Matt Bettinelli-Olpin,,
5310,Matt Birch,,
5311,Matt Bomer,2026-10-11,
5312,Matt Bushell,2026-01-08,
5313,Matt Cimber,,
5314,Matt Cohen,,
5315,Matt Crabtree,,
5316,Matt Craven,2026-11-10,
5317,Matt Damon,2026-10-08,
5318,Matt Day,2026-09-28,
5319,Matt Dillon,2026-02-18,
5320,Matt Frewer,2026-01-04,
5321,Matt Gerald,,
5322,Matt Hill,,
5323,Matt Hunter,,
5324,Matt Jackson,,
5325,Matt Johnson,,
5326,Matt Jones,2026-11-01,
5327,Matt Keeslar,2026-10-15,
5328,Matt King,2026-07-28,
5329,Matt Letscher,2026-06-26,
5330,Matt Long,2026-05-18,
5331,Matt Lucas,2026-03-05,
5332,Matt Maiellaro,,
5333,Matt Malloy,,
5334,Matt Marr,,
5335,Matt McCoy,2026-05-20,
5336,Matt O'Leary,2026-07-06,
5337,Matt Piedmont,,
5338,Matt Price,,
5339,Matt Prokop,2026-07-29,
5340,Matt Reeves,2026-04-27,
5341,Matt Ross,2026-01-03,
5342,Matt Schulze,2026-07-03,
5343,Matt Servitto,2026-04-07,
5344,Matt Shively,2026-09-15,
5345,Matt Smith,2026-10-28,
5346,Matt Stone,2026-05-26,
5347,Matt Walsh,2026-10-13,
5348,Matt Williams,,
5349,Matthew Alan,,
5350,Matthew Borlenghi,2026-05-25,
5351,Matthew Bright,2026-07-08,
5352,Matthew Broderick,2026-03-21,
5353,Matthew Cowles,2026-09-28,2026-05-22
5354,Matthew Daddario,,
5355,Matthew Diamond,,
5356,Matthew Emerick,,
5357,Matthew Feeney,2026-07-12,
5358,Matthew Glave,2026-08-19,
5359,Matthew Gray Gubler,2026-03-09,
5360,Matthew Gumley,2026-02-07,
5361,Matthew Hastings,2026-10-21,
5362,Matthew Knight,2026-02-16,
5363,Matthew Lawrence,2026-02-11,
5364,Matthew Macfadyen,2026-10-17,
5365,Matthew McConaughey,2026-11-04,
5366,Matthew McGrory,2026-05-17,2026-08-09
5367,Matthew Modine,2026-03-22,
5368,Matthew O'Callaghan,,
5369,Matthew Perry,2026-08-19,
5370,Matthew R. Anderson,,
5371,Matthew Robbins,2026-07-15,
5372,Matthew Settle,2026-09-17,
5373,Matthew Sunderland,,
5374,Matthew Vaughn,2026-03-07,
5375,Matthew Walker,,
5376,Matthew Watts,,
5377,Matthew Ziff,2026-03-24,
5378,Matthias Habich,2026-01-12,
5379,Matty Rich,2026-11-06,
5380,Maude Apatow,2026-12-15,
5381,Maura Tierney,2026-02-03,
5382,Maureen McCormick,2026-08-05,
5383,Maurice Compte,,
5384,Maurice Joyce,2026-03-13,
5385,Maurice LaMarche,2026-03-30,
5386,Maurice Ro?ves,2026-03-19,
5387,Maurizio Benazzo,,
5388,Maury Chaykin,2026-07-27,2026-07-27
5389,Max Adler,2026-01-17,
5390,Max Beesley,2026-04-16,
5391,Max Casella,2026-06-06,
5392,Max Cullen,2026-04-29,
5393,Max F?rberb?ck,2026-09-22,
5394,Max Gail,2026-04-05,
5395,Max Joseph,,
5396,Max Kerstein,,
5397,Max Mayer,,
5398,Max Minghella,2026-09-16,
5399,Max Records,2026-06-18,
5400,Max Riemelt,2026-01-07,
5401,Max Ryan,,
5402,Max Wright,2026-08-02,
5403,Maximilian Dirr,2026-01-06,
5404,Maximilian Schell,2026-12-08,2026-02-01
5405,Maxine Bahns,2026-02-28,
5406,Maxwell Moody,,
5407,Maya Angelou,2026-04-04,2026-05-28
5408,McG,2026-08-09,
5409,Mckenna Grace,2026-06-25,
5410,Meat Loaf,2026-09-27,
5411,Meg Crosbie,2026-07-11,
5412,Meg Foster,2026-05-10,
5413,Megalyn Echikunwoke,2026-05-28,
5414,Megan Ambuhl Graner,,
5415,Megan Burns,2026-06-25,
5416,Megan Charpentier,,
5417,Megan Franich,,
5418,Megan Hilty,2026-03-29,
5419,Megan Mullally,2026-11-12,
5420,Megan Park,2026-07-24,
5421,Meghan Heffern,2026-10-03,
5422,Meghan Ory,2026-08-20,
5423,Megyn Price,2026-03-24,
5424,Mehcad Brooks,2026-10-25,
5425,Mei Melan?on,2026-03-03,
5426,Meiert Avis,,
5427,Mekhi Phifer,2026-12-29,
5428,Mekia Cox,,
5429,Mel Blanc,2026-05-30,2026-07-10
5430,Mel Brooks,2026-06-28,
5431,Mel Eslyn,2026-08-19,
5432,Mel Ferrer,2026-08-25,2026-06-02
5433,Mel Gibson,2026-01-03,
5434,Mel Rodriguez,2026-06-12,
5435,Mel Smith,2026-12-03,2026-07-19
5436,Mel Stuart,2026-09-02,2026-08-09
5437,Mélanie Doutey,2026-11-22,
5438,Melanie Griffith,2026-08-09,
5439,Melanie Kinnaman,2026-12-18,
5440,Melanie Papalia,2026-07-11,
5441,Melina Kanakaredes,2026-04-23,
5442,Melinda Clarke,2026-04-24,
5443,Melinda Dillon,2026-10-13,
5444,Melissa Benoist,2026-10-04,
5445,Melissa Bolona,,
5446,Mélissa Désormeaux-Poulin,,
5447,Melissa Gilbert,2026-05-08,
5448,Melissa McMeekin,2026-11-20,
5449,Melissa Ordway,2026-03-31,
5450,Melissa Roxburgh,2026-12-10,
5451,Melissa Sagemiller,2026-06-01,
5452,Melissa Sturm,,
5453,Mélissa Theuriau,2026-07-18,
5454,Melonie Diaz,2026-04-25,
5455,Melora Walters,2026-10-21,
5456,Melvil Poupaud,2026-01-26,
5457,Melville Shavelson,2026-04-01,2026-08-08
5458,Melvin Van Peebles,2026-08-21,
5459,Melvyn Douglas,2026-04-05,2026-08-04
5460,Mem Ferda,2026-10-30,
5461,Mennan Yapo,,
5462,Menno Meyjes,,
5463,Merab Ninidze,2026-11-03,
5464,Mercedes Morán,2026-09-21,
5465,Meredith Hagner,2026-05-31,
5466,Meredith Scott Lynn,2026-03-08,
5467,Merritt Wever,2026-08-11,
5468,Merry Clayton,2026-12-25,
5469,Mervyn LeRoy,2026-10-15,2026-09-13
5470,Meryl Streep,2026-06-22,
5471,Method Man,2026-01-11,
5472,Mews Small,2026-03-20,
5473,Mhairi Calvey,2026-05-07,
5474,Mia Barron,,
5475,Mia Farrow,2026-02-09,
5476,Mia Kirshner,2026-01-25,
5477,Mía Maestro,2026-03-31,
5478,Mia Sara,2026-06-19,
5479,Mia Wasikowska,2026-10-14,
5480,Mic Rodgers,,
5481,Micah Sloat,,
5482,Michael Aaron Milligan,,
5483,Michael Abbott Jr.,2026-07-08,
5484,Michael Anderson,,
5485,Michael Angarano,2026-12-03,
5486,Michael Apted,2026-02-10,
5487,Michael Bay,2026-02-17,
5488,Michael Beach,2026-10-30,
5489,Michael Beck,,
5490,Michael Berryman,2026-09-04,
5491,Michael Biehn,2026-07-31,
5492,Michael Bolten,2026-07-27,
5493,Michael Bowen,2026-06-21,
5494,Michael Bower,2026-02-12,
5495,Michael Brandon,2026-04-20,
5496,Michael Burke,,
5497,Michael Byrne,2026-11-07,
5498,Michael C. Williams,2026-11-22,
5499,Michael Caton-Jones,2026-10-15,
5500,Michael Cerveris,2026-11-06,
5501,Michael Chapman,,
5502,Michael Chernus,2026-08-08,
5503,Michael Cimino,2026-02-03,2026-07-02
5504,Michael Clancy,,
5505,Michael Cohn,2026-09-05,
5506,Michael Corrente,2026-04-06,
5507,Michael Cortez,,
5508,Michael Crichton,2026-10-23,2026-11-04
5509,Michael Cristofer,2026-01-22,
5510,Michael Cudlitz,2026-12-29,
5511,Michael Cuesta,2026-07-08,
5512,Michael Curtiz,1886-12-24,2026-04-10
5513,Michael D. Sellers,,
5514,Michael DeLorenzo,2026-10-31,
5515,Michael Derek,2026-01-31,2026-02-19
5516,Michael Des Barres,2026-01-24,
5517,Michael Dinner,,
5518,Michael Dorman,2026-04-26,
5519,Michael Dorn,2026-12-09,
5520,Michael Dougherty,2026-10-28,
5521,Michael Douglas,2026-09-25,
5522,Michael Dowse,2026-04-19,
5523,Michael Dudikoff,2026-10-08,
5524,Michael Eisner,2026-03-07,
5525,Michael Elian,,
5526,Michael Elphick,2026-09-19,2026-09-07
5527,Michael Emerson,2026-09-07,
5528,Michael Fassbender,2026-04-02,
5529,Michael Gaston,2026-02-15,
5530,Michael Gornick,,
5531,Michael Gough,2026-12-03,
5532,Michael Greyeyes,2026-06-04,
5533,Michael Gross,2026-06-21,
5534,Michael Haneke,2026-03-23,
5535,Michael Harding,,
5536,Michael Herz,,
5537,Michael Higgenbottom,,
5538,Michael Hitchcock,2026-07-28,
5539,Michael Hoffman,2026-11-30,
5540,Michael Hoffman Jr.,2026-02-27,
5541,Michael Horse,2026-12-21,
5542,Michael Imperioli,2026-03-26,
5543,Michael Irby,2026-11-16,
5544,Michael J. Bassett,,
5545,Michael J. Burg,2026-12-28,
5546,Michael J. Morris,2026-05-26,2026-06-11
5547,Michael J. Pollard,2026-05-30,
5548,Michael Jai White,2026-11-10,
5549,Michael Jeter,2026-08-26,2026-03-30
5550,Michael Joiner,,
5551,Michael Jordan,2026-02-09,
5552,Michael Kang,2026-09-14,
5553,Michael Kelly,2026-05-22,
5554,Michael Kitchen,2026-10-31,
5555,Michael Landers,2026-03-12,
5556,Michael Landes,2026-09-18,
5557,Michael Landon Jr.,2026-06-20,
5558,Michael Lehmann,2026-03-30,
5559,Michael Lembeck,2026-06-25,
5560,Michael Lerner,2026-06-22,
5561,Michael Lieber,,
5562,Michael Lonsdale,2026-05-24,
5563,Michael Mann,2026-02-05,
5564,Michael Martin,,
5565,Michael Mayer,,
5566,Michael McCullers,,
5567,Michael McElhatton,,
5568,Michael McGlone,2026-08-10,
5569,Michael McGowan,2026-04-14,
5570,Michael McKean,2026-10-17,
5571,Michael McLafferty,2026-09-05,
5572,Michael McMillian,2026-10-21,
5573,Michael Meredith,2026-09-22,
5574,Michael Michele,2026-08-30,
5575,Michael Monks,,
5576,Michael Moore,2026-04-23,
5577,Michael Mosley,2026-03-22,
5578,Michael Nardone,2026-01-20,
5579,Michael Nouri,2026-12-09,
5580,Michael Nyqvist,2026-11-08,
5581,Michael O. Sajbel,,
5582,Michael O'Keefe,2026-07-27,
5583,Michael O'Neill,,
5584,Michael Palin,2026-05-05,
5585,Michael Papajohn,2026-11-07,
5586,Michael Paré,,
5587,Michael Parks,2026-04-24,
5588,Michael Parle,2026-10-09,
5589,Michael Patrick Jann,2026-05-15,
5590,Michael Patrick King,2026-09-14,
5591,Michael Polish,2026-10-30,
5592,Michael Pollan,2026-02-06,
5593,Michael Potts,,
5594,Michael Pressman,2026-07-01,
5595,Michael Radford,2026-02-24,
5596,Michael Rady,2026-08-20,
5597,Michael Rapaport,2026-03-20,
5598,Michael Raymond-James,2026-12-24,
5599,Michael Richards,2026-07-05,
5600,Michael Rispoli,2026-11-27,
5601,Michael Ritchie,2026-11-28,2026-04-16
5602,Michael Roark,2026-05-09,
5603,Michael Roemer,2026-01-01,
5604,Michael Rymer,,
5605,Michael Schultz,2026-11-10,
5606,Michael Smiley,,
5607,Michael Spears,2026-12-28,
5608,Michael Spierig,,
5609,Michael Stahl-David,2026-10-28,
5610,Michael Stuhlbarg,2026-07-05,
5611,Michael Sucsy,2026-02-14,
5612,Michael Taliferro,2026-08-23,2026-05-04
5613,Michael Tiddes,,
5614,Michael Tollin,2026-10-06,
5615,Michael Wadleigh,2026-09-24,
5616,Michael Walker,,
5617,Michael Welch,2026-07-25,
5618,Michael Weston,2026-10-25,
5619,Michael Wincott,2026-01-21,
5620,Michael Winner,,
5621,Michael Winnick,,
5622,Michael Winslow,2026-09-06,
5623,Michael Winterbottom,2026-03-29,
5624,Michael Wong,,
5625,Michael Wright,2026-04-30,
5626,Michaela McManus,2026-05-20,
5627,Michaela Watkins,,
5628,Michel Bouquet,2026-11-06,
5629,Michel C?té,,
5630,Michel Galabru,2026-10-27,2026-01-04
5631,Michel Gondry,2026-05-08,
5632,Michel Hazanavicius,2026-03-29,
5633,Michel Leclerc,,
5634,Michel Muller,2026-09-09,
5635,Michel Orion Scott,,
5636,Michel Robin,2026-10-13,
5637,Michel Serrault,2026-01-24,2026-07-29
5638,Michel Simon,1895-04-09,2026-05-30
5639,Michele Morrow,2026-03-19,
5640,Michelle Forbes,2026-01-08,
5641,Michelle Hurst,,
5642,Michelle Krusiec,2026-10-02,
5643,Michelle Nolden,,
5644,Michelle Simone Miller,,
5645,Michelle Tabora,,
5646,Michiel Huisman,2026-07-18,
5647,Mick Foley,2026-06-07,
5648,Mick Jackson,2026-10-04,
5649,Mick Jagger,2026-07-26,
5650,Mick Lally,2026-11-10,2026-08-31
5651,Mickey Hart,2026-09-11,
5652,Mickey Liddell,,
5653,Miguel A. Nú?ez Jr.,,
5654,Miguel ?ngel Solá,2026-05-14,
5655,Miguel Arteta,,
5656,Miguel Ferrer,2026-02-07,2026-01-19
5657,Miguel Sandoval,2026-11-16,
5658,Miguel Sapochnik,,
5659,Mihalis Giannatos,,2026-09-17
5660,Mika Boorem,2026-08-18,
5661,Mikaal Bates,,
5662,Mikael H?fstr?m,2026-07-01,
5663,Mikael Salomon,2026-02-24,
5664,Mikal Vega,,
5665,Mike 'The Miz' Mizanin,2026-10-08,
5666,Mike Barker,2026-06-07,
5667,Mike Beckingham,,
5668,Mike Bell,2026-07-30,
5669,Mike Bigelow,,
5670,Mike Binder,,
5671,Mike Birbiglia,2026-06-20,
5672,Mike Block,,
5673,Mike Brett,,
5674,Mike Bruce,,
5675,Mike Cahill,2026-07-05,
5676,Mike Colter,2026-08-26,
5677,Mike Disa,,
5678,Mike Dopud,2026-06-10,
5679,Mike Doyle,,
5680,Mike Epps,2026-11-18,
5681,Mike Eshaq,,
5682,Mike Figgis,2026-02-28,
5683,Mike Figueroa,2026-05-15,
5684,Mike Flanagan,2026-05-20,
5685,Mike Gabriel,2026-11-05,
5686,Mike Hodges,,
5687,Mike Howard,,
5688,Mike Huckabee,2026-08-24,
5689,Mike Judge,2026-10-17,
5690,Mike Leigh,2026-02-20,
5691,Mike Marvin,,
5692,Mike Mayhall,,
5693,Mike McCoy,,
5694,Mike Mills,,
5695,Mike Mitchell,,
5696,Mike Muscat,2026-05-22,
5697,Mike Nawrocki,2026-07-08,
5698,Mike Newell,2026-03-28,
5699,Mike Nichols,2026-11-06,2026-11-19
5700,Mike O'Malley,2026-10-31,
5701,Mike Stanley,,
5702,Mike Starr,2026-07-29,
5703,Mike Tyson,2026-06-30,
5704,Mike van Diem,2026-01-12,
5705,Mike Vogel,2026-07-17,
5706,Mike White,2026-06-28,
5707,Mikel Rueda,2026-07-06,
5708,Mikki Padilla,2026-05-27,
5709,Miko Hughes,2026-02-22,
5710,Mila Kunis,2026-08-14,
5711,Milan Lasica,2026-02-03,
5712,Milla Jovovich,2026-12-17,
5713,Milo O'Shea,2026-06-02,2026-04-02
5714,Milos Forman,2026-02-18,
